Date,Open,High,Low,Close,Adj Close,Volume
1977-01-03,0.9458079934120178,0.9585890173912048,0.9458079934120178,0.9585890173912048,0.3284987807273865,165282.0
1977-01-04,0.9585890173912048,0.9713699817657471,0.9074640274047852,0.9585890173912048,0.3284987807273865,179952.0
1977-01-05,0.9585890173912048,0.9841510057449341,0.9585890173912048,0.9841510057449341,0.3372584283351898,189732.0
1977-01-06,0.9841510057449341,1.0352760553359985,0.9841510057449341,1.0352760553359985,0.35477858781814575,384354.0
1977-01-07,1.0352760553359985,1.048056960105896,1.0224950313568115,1.048056960105896,0.359158456325531,345234.0
1977-01-10,1.048056960105896,1.060837984085083,1.0352760553359985,1.048056960105896,0.359158456325531,311004.0
1977-01-11,1.048056960105896,1.048056960105896,1.0224950313568115,1.0224950313568115,0.3503986597061157,155502.0
1977-01-12,1.0097140073776245,1.0097140073776245,0.9841510057449341,0.9969329833984375,0.3416387438774109,198534.0
1977-01-13,0.9969329833984375,0.9969329833984375,0.9713699817657471,0.9841510057449341,0.3372584283351898,155502.0
1977-01-14,0.9841510057449341,0.9969329833984375,0.9841510057449341,0.9841510057449341,0.3372584283351898,116382.0
1977-01-17,0.9969329833984375,1.0352760553359985,0.9969329833984375,1.0097140073776245,0.3460187613964081,222006.0
1977-01-18,1.0224950313568115,1.0352760553359985,1.0224950313568115,1.0352760553359985,0.35477858781814575,112470.0
1977-01-19,1.0352760553359985,1.048056960105896,1.0224950313568115,1.0224950313568115,0.3503986597061157,149634.0
1977-01-20,1.0224950313568115,1.0352760553359985,1.0097140073776245,1.0097140073776245,0.3460187613964081,179952.0
1977-01-21,1.0097140073776245,1.0224950313568115,0.9969329833984375,0.9969329833984375,0.3416387438774109,185820.0
1977-01-24,1.0352760553359985,1.0864009857177734,1.0352760553359985,1.0864009857177734,0.3722984790802002,850860.0
1977-01-25,1.0864009857177734,1.1247440576553345,1.0736199617385864,1.0864009857177734,0.3722984790802002,502692.0
1977-01-26,1.0864009857177734,1.0864009857177734,1.060837984085083,1.0736199617385864,0.36791864037513733,263082.0
1977-01-27,1.0736199617385864,1.0864009857177734,1.048056960105896,1.0736199617385864,0.36791864037513733,258192.0
1977-01-28,1.0736199617385864,1.0864009857177734,1.048056960105896,1.0736199617385864,0.36791864037513733,122250.0
1977-01-31,1.060837984085083,1.060837984085083,1.0352760553359985,1.048056960105896,0.359158456325531,114426.0
1977-02-01,1.048056960105896,1.048056960105896,1.0352760553359985,1.048056960105896,0.359158456325531,81174.0
